duration,t_first_brake,t_first_cross,t_back_extreme,n_cross,n_brake,max_kd_sep,mean_kd_sep,mean_slope
14,,4.0,2,3,0,14.85,6.07,-4.762
20,2.0,1.0,10,3,5,14.4,6.02,3.306
6,,1.0,6,1,0,13.93,10.35,-11.22
17,2.0,1.0,10,3,4,20.09,7.57,3.945
28,3.0,1.0,28,7,4,15.26,7.0,-2.419
7,6.0,1.0,7,1,1,12.45,8.65,9.033
45,3.0,5.0,2,9,5,22.92,4.6,-1.64
29,2.0,1.0,29,5,5,9.65,3.86,2.482
12,12.0,1.0,12,1,1,14.93,4.81,-5.256
24,5.0,2.0,2,5,2,12.65,4.82,2.949
45,2.0,6.0,2,9,5,18.09,4.37,-1.511
36,18.0,1.0,4,9,5,13.61,5.37,1.935
40,3.0,2.0,2,5,3,17.16,5.37,-1.891
28,5.0,2.0,2,5,2,10.81,4.49,2.607
29,29.0,3.0,2,7,1,14.63,5.06,-2.418
26,2.0,4.0,2,3,2,20.16,5.11,-2.782
65,7.0,1.0,27,13,11,19.34,5.81,1.095
11,4.0,3.0,2,3,3,15.0,6.06,-5.757
12,,2.0,2,1,0,17.02,5.9,5.737
12,5.0,3.0,2,3,2,14.37,5.6,-5.219
48,18.0,2.0,2,13,4,17.71,3.98,1.439
12,6.0,1.0,2,3,2,14.27,5.5,-5.468
22,12.0,1.0,22,3,2,15.3,6.34,3.249
26,1.0,4.0,2,5,5,17.69,5.61,-2.917
7,6.0,1.0,7,1,1,19.08,9.78,10.406
10,10.0,1.0,10,1,1,10.15,7.33,-7.72
26,9.0,2.0,2,5,3,10.41,3.67,2.866
38,17.0,4.0,2,5,5,15.1,5.02,-1.819
15,10.0,5.0,2,1,2,11.14,5.12,4.237
15,5.0,1.0,15,5,3,18.04,6.72,-4.28
33,2.0,2.0,2,5,8,15.3,6.71,2.268
32,9.0,2.0,2,9,3,16.2,4.1,-2.292
56,10.0,2.0,2,11,8,13.24,4.49,1.397
27,24.0,2.0,2,7,1,16.3,4.21,-2.703
46,5.0,2.0,10,9,10,11.75,5.3,-1.369
21,6.0,1.0,3,7,3,13.51,5.21,3.191
10,,3.0,2,1,0,15.72,7.76,-7.198
12,2.0,6.0,2,1,1,15.85,6.8,-5.5
18,1.0,1.0,6,3,3,18.32,5.1,3.951
21,20.0,1.0,2,5,1,12.48,4.12,-3.468
44,3.0,1.0,11,9,5,15.75,6.04,1.503
31,5.0,2.0,2,5,5,14.91,5.45,-2.09
36,9.0,3.0,2,5,2,14.88,4.1,1.966
47,3.0,3.0,2,9,9,14.13,4.39,-1.368
15,5.0,2.0,2,3,2,21.22,6.92,4.569
9,8.0,1.0,9,1,1,12.28,6.88,-7.344
58,16.0,1.0,2,9,7,20.21,5.81,1.159
10,4.0,3.0,2,1,2,14.11,7.33,-6.763
7,7.0,1.0,7,1,1,14.5,8.65,8.844
32,8.0,1.0,6,9,1,16.19,3.19,-2.115
14,2.0,3.0,2,1,2,11.59,5.85,5.374
31,14.0,2.0,2,7,4,12.85,3.51,-2.416
22,20.0,5.0,2,3,1,18.67,4.52,3.431
12,2.0,1.0,12,3,4,19.38,7.64,-5.335
84,6.0,2.0,2,13,9,17.86,4.9,-0.79
12,,4.0,2,1,0,13.55,6.43,-5.276
7,4.0,1.0,7,1,1,16.83,9.46,9.853
36,2.0,8.0,2,5,5,14.99,4.9,-2.035
59,15.0,1.0,22,9,8,14.72,5.31,1.247
61,2.0,1.0,8,11,5,15.56,4.65,-1.19
29,8.0,2.0,2,9,3,16.79,4.98,2.752
24,12.0,1.0,24,5,3,11.58,3.72,-2.839
16,1.0,2.0,2,1,3,8.9,4.7,4.359
5,,1.0,5,1,0,22.14,12.97,-13.424
17,1.0,4.0,2,1,2,10.55,4.21,3.723
21,6.0,4.0,2,5,1,14.72,4.03,3.15
45,5.0,2.0,2,7,7,16.1,4.09,-1.498
110,2.0,1.0,27,21,15,15.78,3.73,0.637
20,2.0,1.0,14,3,4,18.1,8.33,-3.711
21,2.0,1.0,9,3,3,12.9,6.36,3.658
8,1.0,3.0,2,1,2,18.54,8.75,-9.009
19,15.0,5.0,2,3,1,10.51,4.59,3.947
45,2.0,1.0,28,7,7,14.46,4.94,-1.458
76,11.0,3.0,2,13,8,18.67,4.52,0.892
40,11.0,3.0,2,5,5,13.28,5.45,-1.862
56,5.0,2.0,2,7,9,17.36,7.19,1.319
32,5.0,3.0,2,3,5,19.08,6.26,-2.127
18,2.0,4.0,2,3,2,17.83,7.15,3.921
14,14.0,2.0,2,1,1,19.22,5.63,-5.826
12,8.0,2.0,2,1,2,14.24,6.75,6.548
16,12.0,2.0,2,3,2,10.14,4.59,-4.584
13,11.0,3.0,2,1,2,14.48,6.23,5.321
14,9.0,3.0,2,1,2,11.8,5.83,-5.123
13,6.0,2.0,2,1,2,14.17,5.9,5.747
88,7.0,2.0,28,21,20,17.8,5.2,-0.802
49,10.0,2.0,2,11,5,15.81,4.17,1.436
17,15.0,3.0,2,3,1,16.04,4.79,-4.283
7,6.0,2.0,7,1,1,14.84,9.5,-9.608
10,3.0,2.0,2,1,2,16.06,6.67,6.901
82,15.0,2.0,2,19,8,17.09,4.72,-0.788
12,2.0,1.0,12,3,4,15.01,7.11,5.598
23,12.0,2.0,2,5,2,12.77,4.08,-3.248
39,3.0,2.0,2,7,6,25.64,5.9,2.053
21,16.0,2.0,2,3,2,14.0,4.35,-3.5
48,13.0,2.0,2,11,7,19.04,5.8,1.42
18,3.0,2.0,18,3,4,10.11,6.39,-3.589
22,,3.0,2,3,0,17.23,6.68,3.138
12,,3.0,2,1,0,22.49,6.78,-6.43
14,,1.0,2,3,0,15.94,4.8,4.84
20,,3.0,2,3,0,11.02,4.29,-3.959
44,18.0,3.0,2,9,3,14.34,4.49,1.746
46,7.0,2.0,2,13,7,22.84,4.86,-1.641
34,9.0,2.0,2,5,5,13.82,5.25,2.188
16,1.0,4.0,2,1,2,12.07,5.14,-4.255
14,2.0,1.0,14,3,2,9.79,5.42,5.049
56,8.0,4.0,2,11,9,16.13,5.73,-1.301
7,6.0,1.0,7,1,1,16.65,9.88,10.338
11,4.0,1.0,11,1,2,11.43,5.58,-5.71
16,15.0,3.0,2,1,1,12.42,5.07,4.349
35,18.0,5.0,2,5,2,17.08,4.85,-1.934
14,4.0,3.0,2,3,2,13.74,5.28,5.128
10,5.0,1.0,10,1,2,10.81,6.61,-7.035
23,21.0,1.0,8,5,1,18.88,5.96,3.35
116,4.0,2.0,2,23,15,12.14,4.12,-0.677
13,13.0,2.0,2,1,1,11.12,5.83,5.506
13,8.0,2.0,2,1,3,11.29,5.73,-5.591
15,13.0,2.0,2,1,1,10.01,5.31,4.837
53,4.0,2.0,7,13,5,17.36,5.67,1.226
5,1.0,1.0,5,1,1,17.2,11.73,-12.381
28,14.0,1.0,14,5,1,16.54,6.12,2.384
34,7.0,3.0,2,5,3,15.58,5.25,-2.115
63,1.0,3.0,3,12,8,13.85,4.36,0.981
58,6.0,1.0,8,11,8,16.92,6.64,-1.309
47,9.0,2.0,2,9,7,21.8,5.65,1.64
13,12.0,1.0,2,3,1,10.72,5.87,-4.796
43,7.0,2.0,2,7,4,16.89,4.94,1.729
19,1.0,1.0,2,5,3,12.59,4.67,-4.263
21,16.0,2.0,2,5,2,14.42,3.96,3.566
53,2.0,1.0,11,9,8,15.11,5.02,-1.282
20,4.0,5.0,2,3,2,16.71,4.24,3.845
12,12.0,2.0,2,1,1,8.91,6.29,-6.118
14,11.0,6.0,2,1,2,17.18,6.01,5.158
22,7.0,1.0,2,5,3,13.11,6.24,-3.351
59,8.0,4.0,2,9,5,20.61,5.24,1.219
12,,1.0,12,3,0,11.03,5.27,-5.426
23,7.0,2.0,2,5,4,14.56,6.37,3.282
30,24.0,2.0,2,7,2,11.7,3.9,-2.441
87,14.0,3.0,2,19,10,15.49,4.87,0.922
49,2.0,4.0,2,7,2,18.81,4.23,-1.581
21,1.0,6.0,2,3,4,15.41,4.89,3.275
42,1.0,5.0,2,7,5,13.65,6.24,-1.665
36,18.0,1.0,2,7,2,16.84,4.49,1.934
21,1.0,1.0,10,5,5,9.1,4.87,-3.109
12,2.0,3.0,2,1,2,13.9,6.99,6.473
17,15.0,2.0,2,3,1,15.11,4.59,-4.255
16,6.0,2.0,8,3,2,19.33,9.01,-3.895
18,2.0,2.0,2,5,2,20.87,7.22,3.878
38,15.0,2.0,2,9,4,12.66,4.09,-2.021
26,17.0,2.0,2,5,2,14.45,4.21,3.043
23,11.0,3.0,2,5,2,20.77,7.88,-3.551
22,3.0,1.0,2,5,2,16.46,4.15,3.203
26,18.0,3.0,2,7,2,17.47,5.79,2.782
11,10.0,1.0,11,1,1,11.74,6.14,-6.503
19,1.0,5.0,2,1,3,12.32,4.46,3.606
5,4.0,1.0,5,1,1,18.85,13.6,-14.326
27,4.0,2.0,2,5,3,14.28,4.87,2.907
42,15.0,6.0,2,7,3,17.16,5.4,-1.526
98,10.0,2.0,2,25,14,20.37,5.47,0.707
88,9.0,4.0,2,21,9,16.32,4.4,-0.788
42,15.0,4.0,2,11,6,14.51,4.5,1.747
4,2.0,1.0,4,1,1,23.15,16.76,-17.485
25,3.0,5.0,25,4,5,14.47,5.94,2.486
88,1.0,1.0,6,17,11,17.11,4.76,-0.731
8,4.0,1.0,8,1,1,14.02,8.32,8.551
76,10.0,2.0,2,11,8,16.39,4.96,0.866
56,4.0,9.0,2,7,10,14.03,5.45,-1.257
22,22.0,3.0,2,5,1,15.73,5.31,3.096
105,2.0,2.0,56,21,16,16.66,4.85,-0.649
17,9.0,3.0,2,3,2,12.44,4.15,3.848
7,6.0,2.0,7,1,1,15.09,9.59,-9.251
31,5.0,1.0,2,7,5,12.71,5.95,2.206
18,4.0,2.0,2,3,3,17.92,5.0,-3.901
22,1.0,1.0,4,3,4,12.93,4.13,3.254
12,4.0,2.0,2,3,1,13.7,5.88,-5.959
14,1.0,2.0,2,1,4,13.05,4.89,4.941
11,10.0,2.0,2,1,1,11.8,6.15,-6.478
11,2.0,1.0,11,3,3,20.12,7.31,5.827
20,1.0,2.0,2,3,1,13.13,4.48,-3.451
21,1.0,1.0,21,5,5,13.05,5.38,2.925
91,3.0,5.0,2,13,9,21.06,5.22,-0.781
48,21.0,1.0,2,11,5,17.9,4.48,1.601
22,16.0,1.0,2,5,2,15.09,4.64,-3.306
17,1.0,5.0,2,1,2,15.77,5.22,3.764
13,4.0,4.0,2,1,2,20.17,7.22,5.48
16,,1.0,2,3,0,11.73,5.92,-4.645
20,5.0,7.0,2,1,2,12.8,4.15,3.471
35,7.0,2.0,2,9,3,20.49,5.53,-2.077
48,6.0,1.0,37,9,5,14.03,5.52,1.311
34,2.0,1.0,34,7,5,11.61,4.24,-2.002
21,2.0,2.0,2,3,4,14.44,5.39,3.538
67,2.0,1.0,32,13,9,21.52,4.99,-1.184
10,3.0,1.0,2,1,2,10.96,6.7,6.956
44,17.0,3.0,2,11,4,16.97,3.05,-1.603
17,4.0,2.0,17,3,3,14.5,5.19,4.179
11,1.0,1.0,11,1,4,10.1,6.16,-6.515
17,11.0,1.0,17,3,2,13.77,6.45,3.993
32,1.0,4.0,2,9,1,16.27,4.03,-2.16
82,22.0,1.0,2,21,8,11.77,3.48,0.802
58,2.0,7.0,2,13,7,19.75,5.78,-1.224
39,18.0,2.0,2,7,3,11.7,3.61,1.689
49,8.0,2.0,2,15,5,15.29,4.88,-1.505
13,2.0,1.0,2,3,3,13.26,5.96,5.376
56,9.0,1.0,17,11,5,24.6,4.25,-1.166
12,,2.0,2,1,0,17.11,5.83,6.214
22,14.0,1.0,3,5,2,10.44,4.12,-2.937
14,11.0,2.0,2,1,1,7.9,4.78,-4.614
26,7.0,5.0,2,5,3,17.16,5.88,2.628
47,8.0,2.0,2,9,6,15.84,4.58,-1.594
12,5.0,1.0,6,3,2,16.17,5.81,5.559
20,1.0,1.0,8,3,4,14.23,7.78,-3.401
33,9.0,4.0,2,7,2,12.11,5.72,2.232
19,5.0,2.0,2,5,3,19.63,6.28,-3.856
55,1.0,3.0,2,5,9,14.95,5.32,1.338
54,8.0,1.0,9,9,8,21.2,6.41,-1.273
18,,1.0,2,3,0,11.86,4.8,3.771
46,2.0,5.0,2,7,7,13.73,6.02,-1.505
56,18.0,4.0,2,11,9,19.26,5.52,-1.148
16,12.0,5.0,2,1,2,15.52,5.32,4.261
15,13.0,2.0,2,1,1,13.34,5.14,-5.15
11,10.0,1.0,11,1,1,15.65,5.78,6.264
13,10.0,2.0,2,1,1,16.02,5.95,-6.043
24,2.0,1.0,2,7,2,17.96,4.84,2.8
54,2.0,6.0,2,13,5,13.27,3.86,-1.179
55,2.0,1.0,14,11,6,21.99,5.65,1.362
12,12.0,1.0,2,3,1,15.18,6.43,-6.379
14,,3.0,2,1,0,11.88,5.58,5.39
7,4.0,1.0,7,1,1,14.99,9.3,-9.635
29,1.0,1.0,2,9,4,12.57,3.61,2.188
16,3.0,2.0,5,3,1,10.11,5.55,-3.984
15,1.0,5.0,2,1,2,18.67,5.76,4.905
43,19.0,4.0,2,9,3,18.57,3.59,-1.662
15,15.0,2.0,2,3,1,16.06,5.11,4.702
16,4.0,1.0,16,3,3,10.9,5.26,-4.099
23,1.0,5.0,2,3,3,12.33,3.54,3.051
59,1.0,2.0,2,15,10,16.4,4.83,-1.126
15,6.0,2.0,15,3,2,13.09,6.66,4.687
27,13.0,1.0,27,3,4,10.59,4.63,-2.458
10,7.0,1.0,10,3,1,16.3,6.4,6.479
13,1.0,4.0,2,1,1,16.01,5.57,-4.842
13,,3.0,2,3,0,14.08,5.5,5.003
25,1.0,1.0,2,7,5,18.48,6.25,-2.653
72,1.0,4.0,2,15,10,19.74,5.05,1.022
19,5.0,9.0,2,3,1,15.5,4.19,-3.623
26,1.0,4.0,2,3,3,10.33,2.99,2.57
26,2.0,1.0,2,5,2,11.11,3.1,-2.464
17,10.0,1.0,17,3,2,14.67,5.93,3.601
38,16.0,3.0,2,7,3,11.64,3.83,-1.776
19,1.0,1.0,5,7,2,16.99,5.39,3.635
50,8.0,1.0,16,13,6,15.34,4.37,-1.307
39,9.0,3.0,2,7,5,15.52,6.25,1.934
80,9.0,3.0,2,15,9,13.36,4.24,-0.874
57,4.0,2.0,2,11,9,14.64,4.22,1.203
15,1.0,1.0,5,5,2,15.12,6.76,-4.538
11,1.0,1.0,11,1,3,12.81,6.57,6.847
38,1.0,1.0,5,9,6,21.83,5.55,-1.781
51,12.0,2.0,2,11,4,11.53,4.69,1.283
10,9.0,3.0,2,1,1,18.18,7.57,-6.429
86,10.0,3.0,2,17,13,16.73,4.58,0.783
29,5.0,1.0,8,5,4,12.76,5.9,-2.273
24,7.0,2.0,2,5,2,17.52,4.63,2.874
19,1.0,4.0,2,3,2,15.97,4.52,-3.67
12,1.0,3.0,2,1,1,11.37,6.01,5.703
6,5.0,1.0,6,1,1,14.9,10.52,-11.031
22,,1.0,6,3,0,13.65,4.64,3.016
13,1.0,4.0,2,1,1,16.18,6.42,4.988
47,13.0,4.0,2,11,6,19.85,6.14,-1.364
93,13.0,6.0,2,21,12,17.22,4.39,0.697
7,,1.0,7,1,0,15.49,9.25,-9.617
18,2.0,5.0,2,1,2,12.5,4.72,3.782
8,,2.0,2,1,0,15.33,8.65,-8.632
25,2.0,5.0,2,3,4,16.45,7.03,2.697
108,15.0,3.0,2,21,17,13.13,4.47,-0.679
7,,2.0,2,1,0,16.42,10.1,9.948
21,2.0,1.0,2,5,5,15.15,4.71,-3.135
55,22.0,4.0,2,9,6,19.1,5.72,1.267
31,3.0,2.0,2,5,4,15.04,5.4,-2.308
16,15.0,5.0,2,1,1,15.16,4.52,4.149
35,5.0,2.0,2,7,5,12.21,3.8,-1.949
66,7.0,1.0,13,15,5,10.35,4.29,1.032
49,6.0,1.0,2,9,8,11.63,5.1,-1.377
55,1.0,5.0,2,7,8,13.03,4.61,1.238
46,14.0,2.0,2,11,5,18.65,5.52,-1.557
30,14.0,2.0,2,3,4,17.4,5.97,2.524
12,9.0,4.0,2,1,1,12.45,6.6,-6.044
32,16.0,2.0,2,5,3,14.65,5.0,2.156
12,1.0,3.0,2,1,2,15.21,6.54,-5.985
54,15.0,2.0,2,7,5,14.27,5.4,1.296
42,7.0,1.0,42,9,9,13.33,4.95,-1.709
10,1.0,1.0,10,1,2,9.55,6.36,6.513
121,6.0,5.0,26,24,14,16.82,4.01,0.099
24,7.0,5.0,16,4,3,16.04,6.04,-2.788
34,1.0,1.0,6,7,7,10.42,3.64,1.881
32,32.0,4.0,2,3,1,10.72,3.31,-2.308
28,2.0,2.0,2,5,3,12.56,4.46,2.593
18,2.0,1.0,2,5,3,12.11,5.98,-4.017
7,4.0,1.0,7,1,1,13.49,9.13,9.79
37,3.0,2.0,2,7,8,14.13,5.54,-1.875
32,13.0,1.0,16,5,4,15.57,6.35,2.159
46,16.0,6.0,2,11,5,21.83,5.57,-1.41
34,12.0,4.0,2,5,2,11.39,3.34,-1.959
48,3.0,2.0,2,7,6,12.47,4.32,1.426
9,2.0,2.0,2,1,1,18.13,7.25,-8.011
24,2.0,2.0,2,3,4,16.68,7.1,2.986
15,14.0,3.0,2,3,1,19.05,5.1,-4.75
47,1.0,1.0,21,11,9,17.2,6.58,1.446
16,3.0,2.0,2,3,2,11.96,5.11,-4.687
11,1.0,1.0,11,3,2,13.03,5.9,6.108
18,1.0,9.0,2,1,2,15.77,4.95,-4.006
30,12.0,3.0,2,7,3,9.58,4.21,2.427
18,7.0,1.0,7,5,2,17.91,5.23,-3.708
17,17.0,1.0,6,3,1,20.07,6.51,3.85
11,10.0,2.0,2,1,1,10.49,7.19,-7.063
18,,1.0,6,3,0,10.05,4.57,4.227
15,4.0,1.0,2,3,2,15.31,5.62,-4.963
20,,2.0,2,3,0,19.89,4.85,3.911
12,,2.0,2,1,0,12.88,6.31,-6.541
20,12.0,6.0,2,3,3,14.79,5.28,3.75
25,13.0,3.0,2,5,2,15.06,6.4,-2.903
52,8.0,1.0,4,9,5,14.6,5.63,1.287
27,4.0,1.0,27,7,5,11.2,3.25,-2.35
14,6.0,4.0,2,1,2,10.79,5.51,4.812
10,8.0,1.0,5,3,1,23.55,7.63,-6.63
13,12.0,1.0,2,3,1,15.98,6.07,5.583
50,3.0,1.0,18,9,7,17.69,6.1,-1.359
13,1.0,2.0,2,3,2,18.13,5.49,5.196
8,2.0,1.0,8,1,2,17.1,8.71,-9.039
30,1.0,2.0,2,5,1,16.73,3.08,2.746
13,9.0,3.0,2,1,2,11.01,6.55,-6.498
31,21.0,2.0,2,5,2,12.79,5.13,2.484
9,1.0,2.0,2,1,2,17.02,7.79,-7.762
8,7.0,2.0,2,1,1,14.65,8.15,8.458
26,13.0,1.0,26,5,3,13.8,6.51,-2.588
11,4.0,2.0,2,3,1,12.21,6.57,6.633
37,13.0,4.0,2,9,4,16.71,3.85,-1.806
39,17.0,3.0,2,7,4,14.94,5.46,1.835
14,3.0,1.0,6,3,3,10.17,6.62,-5.029
11,1.0,4.0,2,1,3,13.59,6.99,6.651
14,14.0,2.0,2,5,1,21.58,5.58,-5.072
12,12.0,4.0,2,1,1,14.2,6.69,5.666
47,8.0,2.0,2,11,6,20.19,4.96,-1.604
22,1.0,3.0,2,3,2,9.7,4.72,3.288
11,5.0,2.0,11,1,2,15.52,6.35,-6.169
13,12.0,4.0,2,1,1,11.67,6.09,5.718
95,4.0,1.0,5,21,13,18.08,5.28,-0.662
29,2.0,3.0,2,5,4,19.58,5.08,2.277
49,2.0,2.0,2,13,5,19.51,3.93,-1.435
39,3.0,2.0,2,7,8,8.08,3.16,1.651
20,19.0,2.0,2,5,1,15.87,4.2,-3.253
17,3.0,1.0,17,3,3,10.23,4.35,3.895
9,1.0,2.0,2,1,2,14.81,8.04,-7.747
47,9.0,1.0,2,9,6,11.49,4.15,1.47
50,6.0,1.0,4,11,7,17.48,4.49,-1.3
22,2.0,2.0,2,5,5,14.38,4.43,3.207
20,3.0,3.0,2,3,3,15.53,5.55,3.236
33,18.0,2.0,2,7,2,11.22,3.49,-2.135
41,7.0,4.0,2,5,1,14.48,4.51,1.598
121,3.0,2.0,4,28,15,18.32,4.34,-0.391
44,20.0,3.0,2,7,3,15.63,5.06,-1.422
31,3.0,2.0,2,5,4,12.36,4.59,2.001
35,16.0,2.0,2,7,5,16.56,6.04,-1.953
29,4.0,3.0,2,7,3,19.62,3.69,2.59
33,19.0,2.0,2,5,3,14.55,5.24,-2.325
61,3.0,2.0,2,13,5,13.5,4.39,1.212
58,15.0,2.0,2,19,5,16.71,4.34,-1.274
41,4.0,1.0,5,11,5,14.85,4.58,1.757
48,26.0,5.0,2,9,3,17.6,4.93,-1.415
9,1.0,2.0,2,1,2,14.44,7.68,7.726
10,7.0,1.0,10,1,1,12.71,6.93,-7.222
16,1.0,2.0,2,1,2,11.16,4.54,4.557
71,1.0,1.0,52,15,7,14.66,4.29,-0.964
24,2.0,1.0,2,7,5,11.15,4.17,2.871
40,7.0,4.0,2,9,4,15.73,4.13,-1.838
17,1.0,2.0,2,5,2,18.24,5.51,4.391
48,6.0,1.0,2,13,4,12.64,3.86,-1.495
75,20.0,2.0,2,17,7,20.76,5.21,0.959
84,8.0,1.0,11,13,10,17.86,6.27,-0.773
17,10.0,2.0,2,3,2,12.15,6.38,4.34
32,3.0,2.0,2,5,3,13.5,4.94,-2.535
12,,2.0,2,1,0,14.09,6.93,6.754
35,1.0,2.0,2,7,4,16.93,5.39,-2.076
23,7.0,1.0,23,5,2,12.51,6.08,2.815
23,1.0,3.0,2,5,6,13.5,5.76,-3.267
79,15.0,2.0,2,15,8,18.64,4.87,0.908
18,2.0,5.0,2,1,2,15.95,4.41,-3.595
40,6.0,2.0,2,9,4,12.59,3.63,1.687
12,1.0,2.0,2,1,4,12.0,5.5,-5.507
118,1.0,6.0,2,25,16,17.62,4.36,0.586
62,8.0,1.0,2,9,9,20.67,5.3,-1.268
11,1.0,1.0,11,1,2,11.31,6.38,6.553
67,5.0,2.0,2,17,11,16.72,5.05,-1.071
11,5.0,,11,0,2,11.29,5.97,6.172
63,7.0,1.0,3,11,9,18.82,4.26,-1.087
19,19.0,3.0,2,1,1,12.06,3.7,3.619
34,25.0,2.0,2,9,2,18.1,3.71,-2.362
10,2.0,2.0,2,1,1,14.24,7.72,7.939
6,5.0,1.0,6,1,1,16.93,11.19,-11.719
9,1.0,1.0,9,1,1,18.0,7.27,7.364
7,1.0,1.0,7,1,3,14.64,8.63,-9.151
50,15.0,2.0,5,9,5,14.59,4.83,1.497
22,5.0,1.0,2,5,4,18.55,5.16,-3.204
21,1.0,1.0,21,5,4,13.43,4.28,3.033
5,3.0,1.0,5,1,1,18.88,12.68,-13.352
35,1.0,1.0,3,11,5,16.22,4.47,1.973
11,10.0,1.0,2,3,1,16.87,6.86,-6.966
13,13.0,2.0,2,1,1,16.99,5.71,5.868
30,8.0,2.0,2,3,3,15.34,6.61,-2.503
14,2.0,6.0,2,1,2,17.84,6.01,4.689
12,,2.0,2,3,0,16.02,6.65,-5.881
15,3.0,7.0,2,1,2,14.41,5.76,4.641
13,2.0,2.0,2,1,2,12.87,5.45,-5.618
13,12.0,1.0,4,3,1,13.4,6.84,5.677
7,7.0,1.0,2,1,1,17.94,9.78,-10.476
13,12.0,5.0,2,1,1,19.61,6.45,5.953
46,14.0,2.0,2,13,7,18.11,5.09,-1.647
108,6.0,1.0,17,23,15,15.36,5.0,0.608
12,2.0,5.0,2,1,1,17.93,7.0,-5.822
22,1.0,3.0,2,3,4,14.52,4.47,3.318
34,12.0,3.0,2,7,3,24.01,4.87,-2.118
14,14.0,2.0,2,3,1,14.55,5.91,5.502
12,,2.0,2,3,0,24.04,7.5,-6.137
40,3.0,2.0,2,9,4,10.72,3.49,1.873
12,1.0,3.0,2,1,2,12.21,6.41,-6.329
44,19.0,2.0,2,9,3,24.94,4.33,1.909
12,,1.0,12,3,0,16.0,5.83,-6.084
18,3.0,7.0,2,1,2,11.34,4.34,3.896
25,10.0,2.0,2,3,5,14.28,5.25,-2.778
7,3.0,2.0,7,1,1,15.65,10.14,10.478
29,1.0,5.0,2,3,2,15.58,3.3,-2.496
13,1.0,4.0,2,1,1,15.7,6.25,5.107
25,1.0,5.0,2,5,1,11.69,4.56,-2.56
68,17.0,3.0,2,13,6,12.97,4.64,0.983
87,1.0,2.0,2,15,14,17.06,5.16,0.822
22,8.0,1.0,2,5,2,11.91,4.33,-3.207
49,8.0,2.0,19,9,4,14.39,5.68,1.32
14,,2.0,2,1,0,9.75,5.06,-4.947
9,,4.0,2,1,0,18.71,9.13,7.686
73,2.0,5.0,2,15,13,24.34,5.19,0.877
15,,2.0,2,3,0,15.1,5.42,-5.305
12,11.0,1.0,2,3,1,21.8,7.03,6.029
14,2.0,2.0,2,3,2,15.19,5.5,-5.473
3,,1.0,3,1,0,22.38,18.87,20.964
35,5.0,2.0,4,9,5,19.05,5.37,-1.969
57,5.0,2.0,2,11,7,14.42,3.58,1.278
5,,1.0,5,1,0,19.26,12.78,-13.299
11,10.0,1.0,11,1,1,10.58,5.89,6.004
12,11.0,2.0,2,3,1,12.12,5.87,-5.773
57,7.0,1.0,10,9,7,17.97,6.61,1.287
57,4.0,2.0,2,11,8,13.87,6.69,-1.32
18,16.0,6.0,2,1,1,10.09,4.68,4.026
30,7.0,1.0,2,9,6,14.19,4.43,-2.244
15,1.0,2.0,2,1,3,10.97,4.52,4.528
9,1.0,1.0,9,1,1,12.31,6.81,-7.045
18,1.0,3.0,2,3,1,12.12,4.47,4.005
12,12.0,1.0,2,3,1,18.45,6.8,-5.238
29,4.0,1.0,29,7,3,13.31,5.36,2.269
72,6.0,1.0,12,15,8,19.68,5.67,-0.879
24,2.0,3.0,2,5,3,23.44,6.15,-2.79
7,6.0,1.0,7,1,1,19.05,9.73,10.186
29,1.0,2.0,2,5,6,16.78,5.98,-2.39
15,9.0,2.0,2,1,2,9.57,4.64,4.887
45,7.0,2.0,2,11,2,23.03,5.64,-1.726
11,5.0,3.0,2,1,2,15.93,6.85,6.816
46,1.0,4.0,2,9,6,16.51,3.13,-1.516
36,2.0,3.0,2,3,6,12.58,5.21,1.844
16,5.0,1.0,7,3,4,18.47,9.97,-3.908
14,,2.0,5,3,0,14.9,6.08,4.382
13,13.0,3.0,2,1,1,9.82,6.28,-5.292
40,13.0,2.0,2,9,4,15.13,3.2,1.68
91,3.0,1.0,38,23,11,15.23,4.15,-0.79
49,4.0,1.0,5,11,7,18.91,5.93,1.476
64,1.0,2.0,5,13,9,19.94,4.43,-0.976
37,3.0,1.0,30,5,8,13.89,4.57,1.704
11,1.0,1.0,11,1,3,11.44,5.64,-6.08
5,3.0,1.0,5,1,1,16.95,11.83,12.929
18,3.0,3.0,2,3,3,8.72,4.61,-4.133
29,4.0,1.0,29,7,4,12.41,4.88,2.474
6,5.0,1.0,6,1,1,12.69,10.41,-10.938
24,5.0,2.0,2,3,3,14.54,4.39,2.977
56,4.0,3.0,2,11,4,8.75,2.83,-1.258
78,18.0,5.0,2,19,9,17.95,4.79,0.947
49,3.0,3.0,2,13,7,15.79,4.5,-1.432
17,1.0,4.0,2,1,2,14.65,4.46,3.762
41,2.0,2.0,17,7,3,22.05,6.13,-1.652
43,2.0,1.0,2,7,7,15.12,6.6,1.812
10,5.0,1.0,10,1,1,14.88,7.01,-7.22
39,30.0,3.0,2,7,1,15.82,4.58,1.669
13,10.0,3.0,2,1,1,11.27,5.17,-4.934
14,9.0,3.0,2,3,2,18.48,7.13,4.89
12,8.0,2.0,12,1,2,9.83,4.98,-5.267
19,11.0,2.0,2,3,2,11.68,5.94,3.548
10,2.0,1.0,10,3,2,13.56,6.64,-6.517
39,18.0,4.0,2,7,3,12.53,4.4,1.79
